Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s^2),Drag coefficient
9.9084,551.31,10.129,-9.8416,0.90041
9.9094,551.32,10.119,-9.8415,0.90051
9.9104,551.33,10.109,-9.8414,0.9006
9.9114,551.34,10.099,-9.8413,0.9007
9.9124,551.35,10.089,-9.8412,0.9008
9.9134,551.36,10.08,-9.8411,0.90089
9.9144,551.37,10.07,-9.841,0.90099
9.9154,551.38,10.06,-9.8409,0.90109
9.9164,551.39,10.05,-9.8408,0.90119
9.9174,551.4,10.04,-9.8407,0.90128
9.9184,551.41,10.03,-9.8406,0.90138
9.9194,551.42,10.021,-9.8405,0.90148
9.9204,551.43,10.011,-9.8404,0.90158
9.9214,551.44,10.001,-9.8404,0.90167
9.9224,551.45,9.991,-9.8403,0.90177
9.9234,551.46,9.9812,-9.8402,0.90187
9.9244,551.47,9.9713,-9.8401,0.90197
9.9254,551.48,9.9615,-9.84,0.90207
9.9264,551.49,9.9516,-9.8399,0.90217
9.9274,551.5,9.9418,-9.8398,0.90226
9.9284,551.51,9.932,-9.8397,0.90236
9.9294,551.52,9.9221,-9.8396,0.90246
9.9304,551.53,9.9123,-9.8395,0.90256
9.9314,551.54,9.9024,-9.8394,0.90266
9.9324,551.55,9.8926,-9.8393,0.90276
9.9334,551.56,9.8828,-9.8392,0.90286
9.9344,551.57,9.8729,-9.8392,0.90296
9.9354,551.58,9.8631,-9.8391,0.90306
9.9364,551.59,9.8532,-9.839,0.90316
9.9374,551.6,9.8434,-9.8389,0.90326
9.9384,551.61,9.8336,-9.8388,0.90336
9.9394,551.62,9.8237,-9.8387,0.90346
9.9404,551.63,9.8139,-9.8386,0.90356
9.9414,551.64,9.8041,-9.8385,0.90366
9.9424,551.65,9.7942,-9.8384,0.90376
9.9434,551.66,9.7844,-9.8383,0.90386
9.9444,551.67,9.7745,-9.8382,0.90396
9.9454,551.68,9.7647,-9.8381,0.90406
9.9464,551.69,9.7549,-9.8381,0.90416
9.9474,551.7,9.745,-9.838,0.90426
9.9484,551.71,9.7352,-9.8379,0.90436
9.9494,551.72,9.7253,-9.8378,0.90447
9.9504,551.73,9.7155,-9.8377,0.90457
9.9514,551.74,9.7057,-9.8376,0.90467
9.9524,551.75,9.6958,-9.8375,0.90477
9.9534,551.76,9.686,-9.8374,0.90487
9.9544,551.77,9.6762,-9.8373,0.90498
9.9554,551.78,9.6663,-9.8372,0.90508
9.9564,551.79,9.6565,-9.8372,0.90518
9.9574,551.8,9.6466,-9.8371,0.90528
9.9584,551.81,9.6368,-9.837,0.90539
9.9594,551.82,9.627,-9.8369,0.90549
9.9604,551.83,9.6171,-9.8368,0.90559
9.9614,551.84,9.6073,-9.8367,0.90569
9.9624,551.84,9.5975,-9.8366,0.9058
9.9634,551.85,9.5876,-9.8365,0.9059
9.9644,551.86,9.5778,-9.8364,0.906
9.9654,551.87,9.568,-9.8363,0.90611
9.9664,551.88,9.5581,-9.8363,0.90621
9.9674,551.89,9.5483,-9.8362,0.90632
9.9684,551.9,9.5384,-9.8361,0.90642
9.9694,551.91,9.5286,-9.836,0.90652
9.9704,551.92,9.5188,-9.8359,0.90663
9.9714,551.93,9.5089,-9.8358,0.90673
9.9724,551.94,9.4991,-9.8357,0.90684
9.9734,551.95,9.4893,-9.8356,0.90694
9.9744,551.96,9.4794,-9.8355,0.90705
9.9754,551.97,9.4696,-9.8355,0.90715
9.9764,551.98,9.4598,-9.8354,0.90726
9.9774,551.99,9.4499,-9.8353,0.90736
9.9784,552,9.4401,-9.8352,0.90747
9.9794,552.01,9.4303,-9.8351,0.90757
9.9804,552.02,9.4204,-9.835,0.90768
9.9814,552.03,9.4106,-9.8349,0.90778
9.9824,552.03,9.4007,-9.8348,0.90789
9.9834,552.04,9.3909,-9.8348,0.908
9.9844,552.05,9.3811,-9.8347,0.9081
9.9854,552.06,9.3712,-9.8346,0.90821
9.9864,552.07,9.3614,-9.8345,0.90832
9.9874,552.08,9.3516,-9.8344,0.90842
9.9884,552.09,9.3417,-9.8343,0.90853
9.9894,552.1,9.3319,-9.8342,0.90864
9.9904,552.11,9.3221,-9.8341,0.90874
9.9914,552.12,9.3122,-9.8341,0.90885
9.9924,552.13,9.3024,-9.834,0.90896
9.9934,552.14,9.2926,-9.8339,0.90907
9.9944,552.15,9.2827,-9.8338,0.90917
9.9954,552.16,9.2729,-9.8337,0.90928
9.9964,552.17,9.2631,-9.8336,0.90939
9.9974,552.17,9.2532,-9.8335,0.9095
9.9984,552.18,9.2434,-9.8335,0.90961
9.9994,552.19,9.2336,-9.8334,0.90971
10,552.2,9.2237,-9.8333,0.90982
10.001,552.21,9.2139,-9.8332,0.90993
10.002,552.22,9.2041,-9.8331,0.91004
10.003,552.23,9.1942,-9.833,0.91015
10.004,552.24,9.1844,-9.8329,0.91026
10.005,552.25,9.1746,-9.8328,0.91037
10.006,552.26,9.1647,-9.8328,0.91048
10.007,552.27,9.1549,-9.8327,0.91059
10.008,552.28,9.1451,-9.8326,0.9107
10.009,552.29,9.1352,-9.8325,0.91081
10.01,552.29,9.1254,-9.8324,0.91092
10.011,552.3,9.1156,-9.8323,0.91103
10.012,552.31,9.1057,-9.8323,0.91114
10.013,552.32,9.0959,-9.8322,0.91125
10.014,552.33,9.0861,-9.8321,0.91136
10.015,552.34,9.0762,-9.832,0.91147
10.016,552.35,9.0664,-9.8319,0.91158
10.017,552.36,9.0566,-9.8318,0.91169
10.018,552.37,9.0468,-9.8317,0.9118
10.019,552.38,9.0369,-9.8317,0.91192
10.02,552.39,9.0271,-9.8316,0.91203
10.021,552.39,9.0173,-9.8315,0.91214
10.022,552.4,9.0074,-9.8314,0.91225
10.023,552.41,8.9976,-9.8313,0.91236
10.024,552.42,8.9878,-9.8312,0.91248
10.025,552.43,8.9779,-9.8311,0.91259
10.026,552.44,8.9681,-9.8311,0.9127
10.027,552.45,8.9583,-9.831,0.91281
10.028,552.46,8.9484,-9.8309,0.91293
10.029,552.47,8.9386,-9.8308,0.91304
10.03,552.47,8.9288,-9.8307,0.91315
10.031,552.48,8.9189,-9.8306,0.91327
10.032,552.49,8.9091,-9.8306,0.91338
10.033,552.5,8.8993,-9.8305,0.91349
10.034,552.51,8.8895,-9.8304,0.91361
10.035,552.52,8.8796,-9.8303,0.91372
10.036,552.53,8.8698,-9.8302,0.91384
10.037,552.54,8.86,-9.8301,0.91395
10.038,552.55,8.8501,-9.8301,0.91406
10.039,552.55,8.8403,-9.83,0.91418
10.04,552.56,8.8305,-9.8299,0.91429
10.041,552.57,8.8206,-9.8298,0.91441
10.042,552.58,8.8108,-9.8297,0.91452
10.043,552.59,8.801,-9.8296,0.91464
10.044,552.6,8.7912,-9.8296,0.91476
10.045,552.61,8.7813,-9.8295,0.91487
10.046,552.62,8.7715,-9.8294,0.91499
10.047,552.63,8.7617,-9.8293,0.9151
10.048,552.63,8.7518,-9.8292,0.91522
10.049,552.64,8.742,-9.8292,0.91534
10.05,552.65,8.7322,-9.8291,0.91545
10.051,552.66,8.7223,-9.829,0.91557
10.052,552.67,8.7125,-9.8289,0.91569
10.053,552.68,8.7027,-9.8288,0.9158
10.054,552.69,8.6929,-9.8287,0.91592
10.055,552.69,8.683,-9.8287,0.91604
10.056,552.7,8.6732,-9.8286,0.91616
10.057,552.71,8.6634,-9.8285,0.91627
10.058,552.72,8.6535,-9.8284,0.91639
10.059,552.73,8.6437,-9.8283,0.91651
10.06,552.74,8.6339,-9.8283,0.91663
10.061,552.75,8.6241,-9.8282,0.91675
10.062,552.76,8.6142,-9.8281,0.91686
10.063,552.76,8.6044,-9.828,0.91698
10.064,552.77,8.5946,-9.8279,0.9171
10.065,552.78,8.5848,-9.8279,0.91722
10.066,552.79,8.5749,-9.8278,0.91734
10.067,552.8,8.5651,-9.8277,0.91746
10.068,552.81,8.5553,-9.8276,0.91758
10.069,552.82,8.5454,-9.8275,0.9177
10.07,552.82,8.5356,-9.8274,0.91782
10.071,552.83,8.5258,-9.8274,0.91794
10.072,552.84,8.516,-9.8273,0.91806
10.073,552.85,8.5061,-9.8272,0.91818
10.074,552.86,8.4963,-9.8271,0.9183
10.075,552.87,8.4865,-9.827,0.91842
10.076,552.88,8.4766,-9.827,0.91854
10.077,552.88,8.4668,-9.8269,0.91866
10.078,552.89,8.457,-9.8268,0.91879
10.079,552.9,8.4472,-9.8267,0.91891
10.08,552.91,8.4373,-9.8266,0.91903
10.081,552.92,8.4275,-9.8266,0.91915
10.082,552.93,8.4177,-9.8265,0.91927
10.083,552.93,8.4079,-9.8264,0.9194
10.084,552.94,8.398,-9.8263,0.91952
10.085,552.95,8.3882,-9.8263,0.91964
10.086,552.96,8.3784,-9.8262,0.91976
10.087,552.97,8.3686,-9.8261,0.91989
10.088,552.98,8.3587,-9.826,0.92001
10.089,552.98,8.3489,-9.8259,0.92013
10.09,552.99,8.3391,-9.8259,0.92026
10.091,553,8.3293,-9.8258,0.92038
10.092,553.01,8.3194,-9.8257,0.92051
10.093,553.02,8.3096,-9.8256,0.92063
10.094,553.03,8.2998,-9.8255,0.92075
10.095,553.03,8.29,-9.8255,0.92088
10.096,553.04,8.2801,-9.8254,0.921
10.097,553.05,8.2703,-9.8253,0.92113
10.098,553.06,8.2605,-9.8252,0.92125
10.099,553.07,8.2506,-9.8252,0.92138
10.1,553.08,8.2408,-9.8251,0.92151
10.101,553.08,8.231,-9.825,0.92163
10.102,553.09,8.2212,-9.8249,0.92176
10.103,553.1,8.2113,-9.8248,0.92188
10.104,553.11,8.2015,-9.8248,0.92201
10.105,553.12,8.1917,-9.8247,0.92214
10.106,553.13,8.1819,-9.8246,0.92226
10.107,553.13,8.1721,-9.8245,0.92239
10.108,553.14,8.1622,-9.8245,0.92252
10.109,553.15,8.1524,-9.8244,0.92264
10.11,553.16,8.1426,-9.8243,0.92277
10.111,553.17,8.1328,-9.8242,0.9229
10.112,553.17,8.1229,-9.8241,0.92303
10.113,553.18,8.1131,-9.8241,0.92316
10.114,553.19,8.1033,-9.824,0.92328
10.115,553.2,8.0935,-9.8239,0.92341
10.116,553.21,8.0836,-9.8238,0.92354
10.117,553.21,8.0738,-9.8238,0.92367
10.118,553.22,8.064,-9.8237,0.9238
10.119,553.23,8.0542,-9.8236,0.92393
10.12,553.24,8.0443,-9.8235,0.92406
10.121,553.25,8.0345,-9.8235,0.92419
10.122,553.25,8.0247,-9.8234,0.92432
10.123,553.26,8.0149,-9.8233,0.92445
10.124,553.27,8.005,-9.8232,0.92458
10.125,553.28,7.9952,-9.8232,0.92471
10.126,553.29,7.9854,-9.8231,0.92484
10.127,553.29,7.9756,-9.823,0.92497
10.128,553.3,7.9658,-9.8229,0.9251
10.129,553.31,7.9559,-9.8229,0.92523
10.13,553.32,7.9461,-9.8228,0.92537
10.131,553.33,7.9363,-9.8227,0.9255
10.132,553.33,7.9265,-9.8226,0.92563
10.133,553.34,7.9166,-9.8226,0.92576
10.134,553.35,7.9068,-9.8225,0.92589
10.135,553.36,7.897,-9.8224,0.92603
10.136,553.37,7.8872,-9.8223,0.92616
10.137,553.37,7.8773,-9.8223,0.92629
10.138,553.38,7.8675,-9.8222,0.92643
10.139,553.39,7.8577,-9.8221,0.92656
10.14,553.4,7.8479,-9.822,0.92669
10.141,553.41,7.8381,-9.822,0.92683
10.142,553.41,7.8282,-9.8219,0.92696
10.143,553.42,7.8184,-9.8218,0.9271
10.144,553.43,7.8086,-9.8217,0.92723
10.145,553.44,7.7988,-9.8217,0.92737
10.146,553.44,7.789,-9.8216,0.9275
10.147,553.45,7.7791,-9.8215,0.92764
10.148,553.46,7.7693,-9.8214,0.92777
10.149,553.47,7.7595,-9.8214,0.92791
10.15,553.48,7.7497,-9.8213,0.92804
10.151,553.48,7.7398,-9.8212,0.92818
10.152,553.49,7.73,-9.8211,0.92832
10.153,553.5,7.7202,-9.8211,0.92845
10.154,553.51,7.7104,-9.821,0.92859
10.155,553.51,7.7006,-9.8209,0.92873
10.156,553.52,7.6907,-9.8208,0.92886
10.157,553.53,7.6809,-9.8208,0.929
10.158,553.54,7.6711,-9.8207,0.92914
10.159,553.54,7.6613,-9.8206,0.92928
10.16,553.55,7.6515,-9.8206,0.92941
10.161,553.56,7.6416,-9.8205,0.92955
10.162,553.57,7.6318,-9.8204,0.92969
10.163,553.58,7.622,-9.8203,0.92983
10.164,553.58,7.6122,-9.8203,0.92997
10.165,553.59,7.6024,-9.8202,0.93011
10.166,553.6,7.5925,-9.8201,0.93025
10.167,553.61,7.5827,-9.82,0.93039
10.168,553.61,7.5729,-9.82,0.93053
10.169,553.62,7.5631,-9.8199,0.93067
10.17,553.63,7.5533,-9.8198,0.93081
10.171,553.64,7.5434,-9.8198,0.93095
10.172,553.64,7.5336,-9.8197,0.93109
10.173,553.65,7.5238,-9.8196,0.93123
10.174,553.66,7.514,-9.8195,0.93137
10.175,553.67,7.5042,-9.8195,0.93152
10.176,553.67,7.4943,-9.8194,0.93166
10.177,553.68,7.4845,-9.8193,0.9318
10.178,553.69,7.4747,-9.8193,0.93194
10.179,553.7,7.4649,-9.8192,0.93208
10.18,553.7,7.4551,-9.8191,0.93223
10.181,553.71,7.4452,-9.819,0.93237
10.182,553.72,7.4354,-9.819,0.93251
10.183,553.73,7.4256,-9.8189,0.93266
10.184,553.73,7.4158,-9.8188,0.9328
10.185,553.74,7.406,-9.8188,0.93295
10.186,553.75,7.3961,-9.8187,0.93309
10.187,553.76,7.3863,-9.8186,0.93324
10.188,553.76,7.3765,-9.8185,0.93338
10.189,553.77,7.3667,-9.8185,0.93353
10.19,553.78,7.3569,-9.8184,0.93367
10.191,553.79,7.3471,-9.8183,0.93382
10.192,553.79,7.3372,-9.8183,0.93396
10.193,553.8,7.3274,-9.8182,0.93411
10.194,553.81,7.3176,-9.8181,0.93425
10.195,553.81,7.3078,-9.8181,0.9344
10.196,553.82,7.298,-9.818,0.93455
10.197,553.83,7.2881,-9.8179,0.9347
10.198,553.84,7.2783,-9.8178,0.93484
10.199,553.84,7.2685,-9.8178,0.93499
10.2,553.85,7.2587,-9.8177,0.93514
10.201,553.86,7.2489,-9.8176,0.93529
10.202,553.87,7.2391,-9.8176,0.93544
10.203,553.87,7.2292,-9.8175,0.93558
10.204,553.88,7.2194,-9.8174,0.93573
10.205,553.89,7.2096,-9.8174,0.93588
10.206,553.89,7.1998,-9.8173,0.93603
10.207,553.9,7.19,-9.8172,0.93618
10.208,553.91,7.1802,-9.8172,0.93633
10.209,553.92,7.1703,-9.8171,0.93648
10.21,553.92,7.1605,-9.817,0.93663
10.211,553.93,7.1507,-9.817,0.93678
10.212,553.94,7.1409,-9.8169,0.93693
10.213,553.94,7.1311,-9.8168,0.93709
10.214,553.95,7.1213,-9.8167,0.93724
10.215,553.96,7.1114,-9.8167,0.93739
10.216,553.97,7.1016,-9.8166,0.93754
10.217,553.97,7.0918,-9.8165,0.93769
10.218,553.98,7.082,-9.8165,0.93785
10.219,553.99,7.0722,-9.8164,0.938
10.22,553.99,7.0624,-9.8163,0.93815
10.221,554,7.0525,-9.8163,0.93831
10.222,554.01,7.0427,-9.8162,0.93846
10.223,554.02,7.0329,-9.8161,0.93862
10.224,554.02,7.0231,-9.8161,0.93877
10.225,554.03,7.0133,-9.816,0.93892
10.226,554.04,7.0035,-9.8159,0.93908
10.227,554.04,6.9936,-9.8159,0.93923
10.228,554.05,6.9838,-9.8158,0.93939
10.229,554.06,6.974,-9.8157,0.93955
10.23,554.06,6.9642,-9.8157,0.9397
10.231,554.07,6.9544,-9.8156,0.93986
10.232,554.08,6.9446,-9.8155,0.94002
10.233,554.08,6.9347,-9.8155,0.94017
10.234,554.09,6.9249,-9.8154,0.94033
10.235,554.1,6.9151,-9.8153,0.94049
10.236,554.11,6.9053,-9.8153,0.94064
10.237,554.11,6.8955,-9.8152,0.9408
10.238,554.12,6.8857,-9.8151,0.94096
10.239,554.13,6.8759,-9.8151,0.94112
10.24,554.13,6.866,-9.815,0.94128
10.241,554.14,6.8562,-9.8149,0.94144
10.242,554.15,6.8464,-9.8149,0.9416
10.243,554.15,6.8366,-9.8148,0.94176
10.244,554.16,6.8268,-9.8147,0.94192
10.245,554.17,6.817,-9.8147,0.94208
10.246,554.17,6.8071,-9.8146,0.94224
10.247,554.18,6.7973,-9.8145,0.9424
10.248,554.19,6.7875,-9.8145,0.94256
10.249,554.19,6.7777,-9.8144,0.94272
10.25,554.2,6.7679,-9.8143,0.94289
10.251,554.21,6.7581,-9.8143,0.94305
10.252,554.21,6.7483,-9.8142,0.94321
10.253,554.22,6.7384,-9.8142,0.94337
10.254,554.23,6.7286,-9.8141,0.94354
10.255,554.24,6.7188,-9.814,0.9437
10.256,554.24,6.709,-9.814,0.94386
10.257,554.25,6.6992,-9.8139,0.94403
10.258,554.26,6.6894,-9.8138,0.94419
10.259,554.26,6.6796,-9.8138,0.94436
10.26,554.27,6.6698,-9.8137,0.94452
10.261,554.28,6.6599,-9.8136,0.94469
10.262,554.28,6.6501,-9.8136,0.94485
10.263,554.29,6.6403,-9.8135,0.94502
10.264,554.3,6.6305,-9.8134,0.94519
10.265,554.3,6.6207,-9.8134,0.94535
10.266,554.31,6.6109,-9.8133,0.94552
10.267,554.32,6.6011,-9.8132,0.94569
10.268,554.32,6.5912,-9.8132,0.94585
10.269,554.33,6.5814,-9.8131,0.94602
10.27,554.33,6.5716,-9.8131,0.94619
10.271,554.34,6.5618,-9.813,0.94636
10.272,554.35,6.552,-9.8129,0.94653
10.273,554.35,6.5422,-9.8129,0.9467
10.274,554.36,6.5324,-9.8128,0.94687
10.275,554.37,6.5226,-9.8127,0.94704
10.276,554.37,6.5127,-9.8127,0.94721
10.277,554.38,6.5029,-9.8126,0.94738
10.278,554.39,6.4931,-9.8126,0.94755
10.279,554.39,6.4833,-9.8125,0.94772
10.28,554.4,6.4735,-9.8124,0.94789
10.281,554.41,6.4637,-9.8124,0.94806
10.282,554.41,6.4539,-9.8123,0.94824
10.283,554.42,6.4441,-9.8122,0.94841
10.284,554.43,6.4342,-9.8122,0.94858
10.285,554.43,6.4244,-9.8121,0.94876
10.286,554.44,6.4146,-9.8121,0.94893
10.287,554.45,6.4048,-9.812,0.9491
10.288,554.45,6.395,-9.8119,0.94928
10.289,554.46,6.3852,-9.8119,0.94945
10.29,554.46,6.3754,-9.8118,0.94963
10.291,554.47,6.3656,-9.8117,0.9498
10.292,554.48,6.3557,-9.8117,0.94998
10.293,554.48,6.3459,-9.8116,0.95015
10.294,554.49,6.3361,-9.8116,0.95033
10.295,554.5,6.3263,-9.8115,0.95051
10.296,554.5,6.3165,-9.8114,0.95068
10.297,554.51,6.3067,-9.8114,0.95086
10.298,554.51,6.2969,-9.8113,0.95104
10.299,554.52,6.2871,-9.8113,0.95122
10.3,554.53,6.2773,-9.8112,0.9514
10.301,554.53,6.2674,-9.8111,0.95158
10.302,554.54,6.2576,-9.8111,0.95176
10.303,554.55,6.2478,-9.811,0.95193
10.304,554.55,6.238,-9.8109,0.95211
10.305,554.56,6.2282,-9.8109,0.9523
10.306,554.57,6.2184,-9.8108,0.95248
10.307,554.57,6.2086,-9.8108,0.95266
10.308,554.58,6.1988,-9.8107,0.95284
10.309,554.58,6.189,-9.8106,0.95302
10.31,554.59,6.1791,-9.8106,0.9532
10.311,554.6,6.1693,-9.8105,0.95339
10.312,554.6,6.1595,-9.8105,0.95357
10.313,554.61,6.1497,-9.8104,0.95375
10.314,554.61,6.1399,-9.8103,0.95394
10.315,554.62,6.1301,-9.8103,0.95412
10.316,554.63,6.1203,-9.8102,0.9543
10.317,554.63,6.1105,-9.8102,0.95449
10.318,554.64,6.1007,-9.8101,0.95468
10.319,554.65,6.0909,-9.8101,0.95486
10.32,554.65,6.081,-9.81,0.95505
10.321,554.66,6.0712,-9.8099,0.95523
10.322,554.66,6.0614,-9.8099,0.95542
10.323,554.67,6.0516,-9.8098,0.95561
10.324,554.68,6.0418,-9.8098,0.9558
10.325,554.68,6.032,-9.8097,0.95598
10.326,554.69,6.0222,-9.8096,0.95617
10.327,554.69,6.0124,-9.8096,0.95636
10.328,554.7,6.0026,-9.8095,0.95655
10.329,554.71,5.9928,-9.8095,0.95674
10.33,554.71,5.9829,-9.8094,0.95693
10.331,554.72,5.9731,-9.8093,0.95712
10.332,554.72,5.9633,-9.8093,0.95731
10.333,554.73,5.9535,-9.8092,0.9575
10.334,554.74,5.9437,-9.8092,0.95769
10.335,554.74,5.9339,-9.8091,0.95789
10.336,554.75,5.9241,-9.8091,0.95808
10.337,554.75,5.9143,-9.809,0.95827
10.338,554.76,5.9045,-9.8089,0.95847
10.339,554.76,5.8947,-9.8089,0.95866
10.34,554.77,5.8849,-9.8088,0.95885
10.341,554.78,5.875,-9.8088,0.95905
10.342,554.78,5.8652,-9.8087,0.95924
10.343,554.79,5.8554,-9.8087,0.95944
10.344,554.79,5.8456,-9.8086,0.95963
10.345,554.8,5.8358,-9.8085,0.95983
10.346,554.81,5.826,-9.8085,0.96003
10.347,554.81,5.8162,-9.8084,0.96023
10.348,554.82,5.8064,-9.8084,0.96042
10.349,554.82,5.7966,-9.8083,0.96062
10.35,554.83,5.7868,-9.8083,0.96082
10.351,554.83,5.777,-9.8082,0.96102
10.352,554.84,5.7672,-9.8081,0.96122
10.353,554.85,5.7573,-9.8081,0.96142
10.354,554.85,5.7475,-9.808,0.96162
10.355,554.86,5.7377,-9.808,0.96182
10.356,554.86,5.7279,-9.8079,0.96202
10.357,554.87,5.7181,-9.8079,0.96222
10.358,554.88,5.7083,-9.8078,0.96242
10.359,554.88,5.6985,-9.8077,0.96263
10.36,554.89,5.6887,-9.8077,0.96283
10.361,554.89,5.6789,-9.8076,0.96303
10.362,554.9,5.6691,-9.8076,0.96324
10.363,554.9,5.6593,-9.8075,0.96344
10.364,554.91,5.6495,-9.8075,0.96365
10.365,554.91,5.6397,-9.8074,0.96385
10.366,554.92,5.6298,-9.8074,0.96406
10.367,554.93,5.62,-9.8073,0.96426
10.368,554.93,5.6102,-9.8072,0.96447
10.369,554.94,5.6004,-9.8072,0.96468
10.37,554.94,5.5906,-9.8071,0.96488
10.371,554.95,5.5808,-9.8071,0.96509
10.372,554.95,5.571,-9.807,0.9653
10.373,554.96,5.5612,-9.807,0.96551
10.374,554.97,5.5514,-9.8069,0.96572
10.375,554.97,5.5416,-9.8069,0.96593
10.376,554.98,5.5318,-9.8068,0.96614
10.377,554.98,5.522,-9.8068,0.96635
10.378,554.99,5.5122,-9.8067,0.96656
10.379,554.99,5.5024,-9.8066,0.96678
10.38,555,5.4925,-9.8066,0.96699
10.381,555,5.4827,-9.8065,0.9672
10.382,555.01,5.4729,-9.8065,0.96741
10.383,555.01,5.4631,-9.8064,0.96763
10.384,555.02,5.4533,-9.8064,0.96784
10.385,555.03,5.4435,-9.8063,0.96806
10.386,555.03,5.4337,-9.8063,0.96827
10.387,555.04,5.4239,-9.8062,0.96849
10.388,555.04,5.4141,-9.8062,0.96871
10.389,555.05,5.4043,-9.8061,0.96892
10.39,555.05,5.3945,-9.8061,0.96914
10.391,555.06,5.3847,-9.806,0.96936
10.392,555.06,5.3749,-9.806,0.96958
10.393,555.07,5.3651,-9.8059,0.9698
10.394,555.07,5.3553,-9.8058,0.97002
10.395,555.08,5.3455,-9.8058,0.97024
10.396,555.08,5.3356,-9.8057,0.97046
10.397,555.09,5.3258,-9.8057,0.97068
10.398,555.1,5.316,-9.8056,0.9709
10.399,555.1,5.3062,-9.8056,0.97112
10.4,555.11,5.2964,-9.8055,0.97134
10.401,555.11,5.2866,-9.8055,0.97157
10.402,555.12,5.2768,-9.8054,0.97179
10.403,555.12,5.267,-9.8054,0.97202
10.404,555.13,5.2572,-9.8053,0.97224
10.405,555.13,5.2474,-9.8053,0.97247
10.406,555.14,5.2376,-9.8052,0.97269
10.407,555.14,5.2278,-9.8052,0.97292
10.408,555.15,5.218,-9.8051,0.97315
10.409,555.15,5.2082,-9.8051,0.97337
10.41,555.16,5.1984,-9.805,0.9736
10.411,555.16,5.1886,-9.805,0.97383
10.412,555.17,5.1788,-9.8049,0.97406
10.413,555.17,5.169,-9.8049,0.97429
10.414,555.18,5.1592,-9.8048,0.97452
10.415,555.18,5.1493,-9.8048,0.97475
10.416,555.19,5.1395,-9.8047,0.97498
10.417,555.19,5.1297,-9.8047,0.97522
10.418,555.2,5.1199,-9.8046,0.97545
10.419,555.21,5.1101,-9.8046,0.97568
10.42,555.21,5.1003,-9.8045,0.97592
10.421,555.22,5.0905,-9.8044,0.97615
10.422,555.22,5.0807,-9.8044,0.97639
10.423,555.23,5.0709,-9.8043,0.97662
10.424,555.23,5.0611,-9.8043,0.97686
10.425,555.24,5.0513,-9.8042,0.9771
10.426,555.24,5.0415,-9.8042,0.97733
10.427,555.25,5.0317,-9.8041,0.97757
10.428,555.25,5.0219,-9.8041,0.97781
10.429,555.26,5.0121,-9.804,0.97805
10.43,555.26,5.0023,-9.804,0.97829
10.431,555.27,4.9925,-9.8039,0.97853
10.432,555.27,4.9827,-9.8039,0.97877
10.433,555.28,4.9729,-9.8038,0.97901
10.434,555.28,4.9631,-9.8038,0.97926
10.435,555.29,4.9533,-9.8038,0.9795
10.436,555.29,4.9435,-9.8037,0.97974
10.437,555.3,4.9337,-9.8037,0.97999
10.438,555.3,4.9239,-9.8036,0.98023
10.439,555.31,4.914,-9.8036,0.98048
10.44,555.31,4.9042,-9.8035,0.98072
10.441,555.32,4.8944,-9.8035,0.98097
10.442,555.32,4.8846,-9.8034,0.98122
10.443,555.32,4.8748,-9.8034,0.98147
10.444,555.33,4.865,-9.8033,0.98172
10.445,555.33,4.8552,-9.8033,0.98197
10.446,555.34,4.8454,-9.8032,0.98222
10.447,555.34,4.8356,-9.8032,0.98247
10.448,555.35,4.8258,-9.8031,0.98272
10.449,555.35,4.816,-9.8031,0.98297
10.45,555.36,4.8062,-9.803,0.98322
10.451,555.36,4.7964,-9.803,0.98348
10.452,555.37,4.7866,-9.8029,0.98373
10.453,555.37,4.7768,-9.8029,0.98399
10.454,555.38,4.767,-9.8028,0.98424
10.455,555.38,4.7572,-9.8028,0.9845
10.456,555.39,4.7474,-9.8027,0.98476
10.457,555.39,4.7376,-9.8027,0.98501
10.458,555.4,4.7278,-9.8026,0.98527
10.459,555.4,4.718,-9.8026,0.98553
10.46,555.41,4.7082,-9.8025,0.98579
10.461,555.41,4.6984,-9.8025,0.98605
10.462,555.42,4.6886,-9.8025,0.98631
10.463,555.42,4.6788,-9.8024,0.98657
10.464,555.43,4.669,-9.8024,0.98684
10.465,555.43,4.6592,-9.8023,0.9871
10.466,555.43,4.6494,-9.8023,0.98736
10.467,555.44,4.6396,-9.8022,0.98763
10.468,555.44,4.6298,-9.8022,0.98789
10.469,555.45,4.62,-9.8021,0.98816
10.47,555.45,4.6102,-9.8021,0.98843
10.471,555.46,4.6004,-9.802,0.9887
10.472,555.46,4.5906,-9.802,0.98896
10.473,555.47,4.5808,-9.8019,0.98923
10.474,555.47,4.571,-9.8019,0.9895
10.475,555.48,4.5612,-9.8018,0.98977
10.476,555.48,4.5514,-9.8018,0.99005
10.477,555.48,4.5415,-9.8018,0.99032
10.478,555.49,4.5317,-9.8017,0.99059
10.479,555.49,4.5219,-9.8017,0.99087
10.48,555.5,4.5121,-9.8016,0.99114
10.481,555.5,4.5023,-9.8016,0.99142
10.482,555.51,4.4925,-9.8015,0.99169
10.483,555.51,4.4827,-9.8015,0.99197
10.484,555.52,4.4729,-9.8014,0.99225
10.485,555.52,4.4631,-9.8014,0.99253
10.486,555.53,4.4533,-9.8013,0.9928
10.487,555.53,4.4435,-9.8013,0.99308
10.488,555.53,4.4337,-9.8013,0.99337
10.489,555.54,4.4239,-9.8012,0.99365
10.49,555.54,4.4141,-9.8012,0.99393
