type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	eos	name
T	2018-12-08 23:47:07	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		TAKEMEHOME DATA
T	2018-12-08 23:47:08	37.949115000	-120.794978333	88.0	0.3	74.7	6	1.1		
T	2018-12-08 23:47:09	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:10	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:11	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:12	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:13	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:14	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:15	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:16	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:17	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:18	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:19	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:20	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:21	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:22	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:23	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:24	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:25	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:26	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:27	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:28	37.949115000	-120.794978333	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:29	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:30	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:31	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:32	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:33	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:34	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:35	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:36	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:37	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:38	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:39	37.949115000	-120.794980000	88.0	0.0	74.7	6	1.1		
T	2018-12-08 23:47:40	37.949113333	-120.794983333	87.8	0.6	74.7	6	1.1		
T	2018-12-08 23:47:41	37.949116667	-120.794990000	87.9	2.5	308.3	6	1.1		
T	2018-12-08 23:47:42	37.949121667	-120.795001667	87.2	3.9	313.3	6	1.1		
T	2018-12-08 23:47:43	37.949130000	-120.795013333	86.7	4.8	324.6	6	1.1		
T	2018-12-08 23:47:44	37.949141667	-120.795025000	85.9	5.0	323.8	6	1.1		
T	2018-12-08 23:47:45	37.949151667	-120.795038333	85.3	5.2	317.5	6	1.1		
T	2018-12-08 23:47:46	37.949161667	-120.795053333	84.8	5.6	314.3	6	1.1		
T	2018-12-08 23:47:47	37.949173333	-120.795066667	84.8	5.7	316.9	6	1.1		
T	2018-12-08 23:47:48	37.949183333	-120.795080000	84.6	5.7	313.1	6	1.1		
T	2018-12-08 23:47:49	37.949193333	-120.795095000	84.3	5.6	313.3	6	1.1		
T	2018-12-08 23:47:50	37.949205000	-120.795108333	84.0	5.9	315.6	6	1.1		
T	2018-12-08 23:47:51	37.949213333	-120.795120000	83.7	4.7	317.2	6	1.1		
T	2018-12-08 23:47:52	37.949223333	-120.795131667	83.5	5.2	318.9	6	1.1		
T	2018-12-08 23:47:53	37.949233333	-120.795143333	83.5	5.5	315.8	6	1.1		
T	2018-12-08 23:47:54	37.949243333	-120.795156667	83.6	5.5	318.6	6	1.1		
T	2018-12-08 23:47:55	37.949253333	-120.795168333	83.7	5.5	320.0	6	1.1		
T	2018-12-08 23:47:56	37.949265000	-120.795181667	83.8	5.9	318.2	6	1.1		
T	2018-12-08 23:47:57	37.949275000	-120.795193333	83.9	5.4	320.0	6	1.1		
T	2018-12-08 23:47:58	37.949286667	-120.795205000	83.9	5.5	320.5	6	1.1		
T	2018-12-08 23:47:59	37.949300000	-120.795218333	84.2	5.8	323.9	6	1.1		
T	2018-12-08 23:48:00	37.949311667	-120.795228333	84.3	5.6	324.1	6	1.1		
T	2018-12-08 23:48:01	37.949321667	-120.795240000	84.3	5.7	323.7	6	1.1		
T	2018-12-08 23:48:02	37.949333333	-120.795250000	84.6	5.5	323.8	6	1.1		
T	2018-12-08 23:48:03	37.949345000	-120.795261667	84.8	5.8	324.8	6	1.1		
T	2018-12-08 23:48:04	37.949358333	-120.795271667	84.9	5.8	325.8	6	1.1		
T	2018-12-08 23:48:05	37.949368333	-120.795283333	84.8	5.9	323.4	6	1.1		
T	2018-12-08 23:48:06	37.949380000	-120.795296667	84.8	6.1	322.8	6	1.1		
T	2018-12-08 23:48:07	37.949391667	-120.795310000	84.8	6.0	322.8	6	1.1		
T	2018-12-08 23:48:08	37.949403333	-120.795323333	84.8	6.1	319.6	6	1.1		
T	2018-12-08 23:48:09	37.949413333	-120.795338333	84.8	5.8	310.7	6	1.1		
T	2018-12-08 23:48:10	37.949420000	-120.795353333		5.5	304.4				
T	2018-12-08 23:48:11	37.949421667	-120.795371667	84.3	6.0	282.5	6	1.1		
T	2018-12-08 23:48:12	37.949421667	-120.795391667	84.2	6.1	268.5	6	1.1		
T	2018-12-08 23:48:13	37.949420000	-120.795411667	84.0	6.0	262.2	6	1.1		
T	2018-12-08 23:48:14	37.949416667	-120.795431667	83.9	6.0	261.9	6	1.1		
T	2018-12-08 23:48:15	37.949415000	-120.795451667	83.8	6.1	262.2	6	1.1		
T	2018-12-08 23:48:16	37.949411667	-120.795471667	83.9	6.5	262.5	6	1.1		
T	2018-12-08 23:48:17	37.949411667	-120.795491667	83.8	6.3	265.2	6	1.1		
T	2018-12-08 23:48:18	37.949406667	-120.795511667	84.4			6	1.1		
T	2018-12-08 23:48:19	37.949406667	-120.795530000	84.4	6.1	268.8	6	1.1		
T	2018-12-08 23:48:20	37.949406667	-120.795551667	84.4	6.3	270.6	6	1.1		
T	2018-12-08 23:48:21	37.949408333	-120.795571667	84.4	6.4	278.5	6	1.1		
T	2018-12-08 23:48:22	37.949413333	-120.795590000	84.4	6.4	292.2	6	1.1		
T	2018-12-08 23:48:23	37.949421667	-120.795610000	84.3	6.7	294.6	6	1.1		
T	2018-12-08 23:48:24	37.949428333	-120.795628333	84.3	6.5	293.8	6	1.1		
T	2018-12-08 23:48:25	37.949435000	-120.795646667	84.3	6.5	296.5	6	1.1		
T	2018-12-08 23:48:26	37.949441667	-120.795665000	84.3	6.3	296.3	6	1.1		
T	2018-12-08 23:48:27	37.949448333	-120.795683333	84.3	6.7	295.4	6	1.1		
T	2018-12-08 23:48:28	37.949456667	-120.795703333	84.4	6.7	296.9	6	1.1		
T	2018-12-08 23:48:29	37.949463333	-120.795721667	84.3	6.4	296.5	6	1.1		
T	2018-12-08 23:48:30	37.949470000	-120.795740000	84.2	6.5	293.8	6	1.1		
T	2018-12-08 23:48:31	37.949476667	-120.795758333	84.2	6.5	297.7	6	1.1		
T	2018-12-08 23:48:32	37.949485000	-120.795776667	84.2	6.4	296.2	6	1.1		
T	2018-12-08 23:48:33	37.949491667	-120.795795000	84.2	6.5	294.1	6	1.1		
T	2018-12-08 23:48:34	37.949498333	-120.795815000	84.1	6.6	297.3	6	1.1		
T	2018-12-08 23:48:35	37.949506667	-120.795833333	84.1	6.5	300.9	6	1.1		
T	2018-12-08 23:48:36	37.949515000	-120.795851667	83.9	6.1	296.3	6	1.1		
T	2018-12-08 23:48:37	37.949521667	-120.795870000	83.9	6.7	297.9	6	1.1		
T	2018-12-08 23:48:38	37.949530000	-120.795888333		6.7	297.8				
T	2018-12-08 23:48:39	37.949538333	-120.795906667	83.8	6.2	298.2	6	1.1		
T	2018-12-08 23:48:40	37.949546667	-120.795925000	83.8	6.4	302.0	6	1.1		
T	2018-12-08 23:48:41	37.949555000	-120.795943333	83.6	6.4	298.0	6	1.1		
T	2018-12-08 23:48:42	37.949561667	-120.795961667		6.3	295.6				
T	2018-12-08 23:48:43	37.949570000	-120.795981667	83.5	6.5	295.1	6	1.1		
T	2018-12-08 23:48:44	37.949576667	-120.796001667	83.4	6.8	291.1	6	1.1		
T	2018-12-08 23:48:45	37.949583333	-120.796021667	83.5	6.7	289.9	6	1.1		
T	2018-12-08 23:48:47	37.949593333	-120.796061667	83.4			6	1.1		
T	2018-12-08 23:48:48	37.949600000	-120.796081667		6.2	290.1				
T	2018-12-08 23:48:49	37.949605000	-120.796100000	83.4	6.5	296.0	6	1.1		
T	2018-12-08 23:48:50	37.949613333	-120.796118333		6.1	297.2				
T	2018-12-08 23:48:51	37.949620000	-120.796136667	83.4	6.3	296.7	6	1.1		
T	2018-12-08 23:48:52	37.949628333	-120.796155000	83.4	6.6	299.1	6	1.1		
T	2018-12-08 23:48:53	37.949636667	-120.796173333	83.4	6.2	297.9	6	1.1		
T	2018-12-08 23:48:55	37.949648333	-120.796206667	83.5	5.2	294.6	6	1.1		
T	2018-12-08 23:48:57	37.949656667	-120.796236667	83.7			6	1.1		
T	2018-12-08 23:48:58	37.949661667	-120.796250000	83.8			6	1.1	1	
T	2018-12-08 23:48:59	37.949665000	-120.796258333	83.8			6	1.1		
T	2018-12-08 23:49:00	37.949666667	-120.796261667	83.7			6	1.1	1	
T	2018-12-08 23:49:02	37.949666667	-120.796261667	83.7	0.0	293.0	6	1.1		
T	2018-12-08 23:49:27	37.949668333	-120.796260000	84.9	0.0	293.0	7	1.0		
T	2018-12-08 23:49:50	37.949676667	-120.796261667	85.6	0.0	293.0	7	1.0		
T	2018-12-08 23:49:51	37.949676667	-120.796261667	85.6			7	1.0		
T	2018-12-08 23:49:52	37.949676667	-120.796261667	85.6			7	1.0		
T	2018-12-08 23:50:05	37.949668333	-120.796276667	86.2			7	1.0		
T	2018-12-08 23:50:06	37.949668333	-120.796278333	86.3			7	1.0		
T	2018-12-08 23:50:08	37.949666667	-120.796280000	86.5	0.2	293.0	7	1.0		
T	2018-12-08 23:50:28	37.949658333	-120.796286667	87.5	0.0	293.0	7	1.0		
T	2018-12-08 23:50:29	37.949658333	-120.796286667	87.5	0.0	293.0	7	1.0		
T	2018-12-08 23:50:30	37.949658333	-120.796286667	87.5			7	1.0		
T	2018-12-08 23:50:33	37.949658333	-120.796286667	87.5	0.0	293.0	7	1.0		
T	2018-12-08 23:50:34	37.949658333	-120.796286667	87.5	0.0	293.0	7	1.0		
T	2018-12-08 23:50:35	37.949656667	-120.796286667	87.5			7	1.0		
T	2018-12-08 23:50:36	37.949656667	-120.796286667	87.5	0.1	293.0	7	1.0		
T	2018-12-08 23:50:37	37.949656667	-120.796286667	87.6	0.1	293.0	7	1.0		
T	2018-12-08 23:50:38	37.949655000	-120.796286667	87.6	0.2	293.0	7	1.0		
T	2018-12-08 23:50:39	37.949655000	-120.796286667	87.6	0.2	293.0	7	1.0		
T	2018-12-08 23:50:40	37.949655000	-120.796286667	87.7	0.2	293.0	7	1.0		
T	2018-12-08 23:50:41	37.949655000	-120.796286667	87.6	0.2	293.0	7	1.0		
T	2018-12-08 23:50:42	37.949655000	-120.796286667	87.5	0.2	293.0	7	1.0		
T	2018-12-08 23:50:43	37.949655000	-120.796286667	87.5	0.2	293.0	7	1.0		
T	2018-12-08 23:50:44	37.949656667	-120.796286667	87.5			7	1.0		
T	2018-12-08 23:50:45	37.949656667	-120.796285000	87.3			7	1.0		
T	2018-12-08 23:50:46	37.949656667	-120.796286667	87.3	0.1	293.0	7	1.0		
T	2018-12-08 23:50:47	37.949656667	-120.796286667	87.3	0.2	293.0	7	1.0		
T	2018-12-08 23:50:48	37.949658333	-120.796286667	87.4	0.1	293.0	7	1.0		
T	2018-12-08 23:50:49	37.949658333	-120.796286667	87.4	0.0	293.0	7	1.0		
T	2018-12-08 23:50:50	37.949658333	-120.796286667	87.5	0.0	293.0	7	1.0		
T	2018-12-08 23:50:51	37.949658333	-120.796286667	87.5	0.2	293.0	7	1.0		
T	2018-12-08 23:50:52	37.949658333	-120.796286667	87.6	0.1	293.0	7	1.0		
T	2018-12-08 23:50:53	37.949658333	-120.796286667	87.6	0.2	293.0	7	1.0		
T	2018-12-08 23:50:54	37.949658333	-120.796286667	87.6			7	1.0		
T	2018-12-08 23:50:55	37.949660000	-120.796286667	87.7	0.8	293.0	7	1.0		
T	2018-12-08 23:50:56	37.949661667	-120.796286667	87.7			7	1.0		
T	2018-12-08 23:50:57	37.949661667	-120.796286667	87.7			7	1.0		
T	2018-12-08 23:50:58	37.949661667	-120.796286667	87.8	0.3	293.0	7	1.0		
T	2018-12-08 23:50:59	37.949661667	-120.796286667		0.3	293.0				
T	2018-12-08 23:51:03	37.949661667	-120.796281667		0.2	293.0				
T	2018-12-08 23:51:06	37.949663333	-120.796278333	87.9	1.4	293.0	7	1.0		
T	2018-12-08 23:51:07	37.949665000	-120.796273333	87.9	1.8	293.0	7	1.0		
T	2018-12-08 23:51:08	37.949665000	-120.796268333	87.9	2.2	82.8	7	1.0		
T	2018-12-08 23:51:09	37.949663333	-120.796261667	87.9			7	1.0		
T	2018-12-08 23:51:10	37.949663333	-120.796253333	87.9	2.6	96.2	7	1.0		
T	2018-12-08 23:51:11	37.949665000	-120.796245000	87.9	2.7	91.1	7	1.0		
T	2018-12-08 23:51:12	37.949671667	-120.796241667	88.1	3.1	72.7	7	1.0		
T	2018-12-08 23:51:13	37.949680000	-120.796241667	88.1	3.8	38.0	7	1.0		
T	2018-12-08 23:51:14	37.949688333	-120.796248333	88.0	3.9	11.9	7	1.0		
T	2018-12-08 23:51:15	37.949698333	-120.796256667	88.0	4.9	335.3	7	1.0		
T	2018-12-08 23:51:16	37.949706667	-120.796268333	87.8			7	1.0		
T	2018-12-08 23:51:17	37.949716667	-120.796280000	87.7			7	1.0		
T	2018-12-08 23:51:18	37.949726667	-120.796293333	87.7			7	1.0		
T	2018-12-08 23:51:21	37.949751667	-120.796335000	87.3			7	1.0		
T	2018-12-08 23:51:31	37.949846667	-120.796468333		6.1	317.4				
T	2018-12-08 23:51:32	37.949858333	-120.796481667	86.1			7	1.0		
T	2018-12-08 23:51:34	37.949878333	-120.796506667	86.0			7	1.0		
T	2018-12-08 23:51:36	37.949898333	-120.796530000	86.0			7	1.0		
T	2018-12-08 23:51:44	37.949961667	-120.796630000	86.0	4.1	299.4	7	1.0		
T	2018-12-08 23:51:45	37.949966667	-120.796643333	86.0			7	1.0		
T	2018-12-08 23:51:46	37.949973333	-120.796655000	86.0			7	1.0		
T	2018-12-08 23:51:57	37.950050000	-120.796800000	85.6			7	1.0		
T	2018-12-08 23:52:20	37.950161667	-120.797108333	86.7			7	1.0		
T	2018-12-08 23:52:21	37.950161667	-120.797116667	86.7	2.2	264.7	7	1.0		
T	2018-12-08 23:52:23	37.950165000	-120.797121667	86.9	0.1	264.7	7	1.0		
T	2018-12-08 23:52:26	37.950166667	-120.797120000	86.8	0.2	264.7	7	1.0		
T	2018-12-08 23:52:27	37.950168333	-120.797120000	86.7	0.5	264.7	7	1.0		
T	2018-12-08 23:52:29	37.950168333	-120.797123333	86.4			7	1.0		
T	2018-12-08 23:52:31	37.950168333	-120.797130000	86.6	0.8	264.7	7	1.0		
T	2018-12-08 23:52:32	37.950170000	-120.797135000	86.6	1.7	264.7	7	1.0		
T	2018-12-08 23:52:33	37.950170000	-120.797140000	86.5	1.9	264.7	7	1.0		
T	2018-12-08 23:52:35	37.950176667	-120.797148333	86.5	1.3	264.7	7	1.0		
T	2018-12-08 23:52:42	37.950183333	-120.797150000	86.7			7	1.0		
T	2018-12-08 23:52:43	37.950186667	-120.797153333	86.7			7	1.0		
T	2018-12-08 23:52:46	37.950188333	-120.797158333	86.4	0.2	264.7	7	1.0		
T	2018-12-08 23:53:02	37.950183333	-120.797160000	84.5	0.4	264.7	7	1.0		
T	2018-12-08 23:53:03	37.950183333	-120.797160000	84.6			7	1.0	1	
T	2018-12-08 23:53:04	37.950183333	-120.797160000	84.5	0.3	264.7	7	1.0		
T	2018-12-08 23:53:05	37.950183333	-120.797160000	84.5	0.4	264.7	7	1.0		
T	2018-12-08 23:53:06	37.950183333	-120.797160000	84.5	0.3	264.7	7	1.0		
T	2018-12-08 23:53:09	37.950181667	-120.797158333	84.5			7	1.0		
T	2018-12-08 23:53:10	37.950180000	-120.797158333	84.5			7	1.0		
T	2018-12-08 23:53:12	37.950178333	-120.797155000	84.5			7	1.0		
T	2018-12-08 23:53:19	37.950168333	-120.797148333	84.5			7	1.0		
T	2018-12-08 23:53:20	37.950170000	-120.797146667	84.6	0.5	264.7	7	1.0		
T	2018-12-08 23:53:21	37.950168333	-120.797145000	84.9	1.1	264.7	7	1.0		
T	2018-12-08 23:53:22	37.950165000	-120.797141667	85.2	1.1	264.7	7	1.0		
T	2018-12-08 23:53:23	37.950163333	-120.797140000	85.2	1.8	264.7	7	1.0		
T	2018-12-08 23:53:24	37.950161667	-120.797133333	85.5	2.6	121.5	7	1.0		
T	2018-12-08 23:53:25	37.950158333	-120.797128333	85.8	1.9	121.5	7	1.0		
T	2018-12-08 23:53:26	37.950158333	-120.797125000	86.2	1.5	121.5	7	1.0		
T	2018-12-08 23:53:27	37.950158333	-120.797121667	86.5	0.9	121.5	7	1.0		
T	2018-12-08 23:53:28	37.950158333	-120.797118333	86.6	0.5	121.5	7	1.0		
T	2018-12-08 23:53:29	37.950160000	-120.797116667	86.6	0.3	121.5	7	1.0		
T	2018-12-08 23:53:30	37.950160000	-120.797116667	86.6	0.1	121.5	7	1.0		
T	2018-12-08 23:53:31	37.950161667	-120.797116667	86.7	0.5	121.5	7	1.0		
T	2018-12-08 23:53:32	37.950161667	-120.797113333	86.8	0.7	121.5	7	1.0		
T	2018-12-08 23:53:33	37.950161667	-120.797111667	86.9	0.5	121.5	7	1.0		
T	2018-12-08 23:53:34	37.950163333	-120.797110000	86.9	0.2	121.5	7	1.0		
T	2018-12-08 23:53:35	37.950163333	-120.797111667	87.0	0.0	121.5	7	1.0		
T	2018-12-08 23:53:36	37.950163333	-120.797111667	87.0	0.0	121.5	7	1.0		
T	2018-12-08 23:53:37	37.950163333	-120.797111667	86.9	0.0	121.5	7	1.0		
T	2018-12-08 23:53:38	37.950165000	-120.797113333	86.9	0.4	121.5	7	1.0		
T	2018-12-08 23:53:39	37.950166667	-120.797118333	87.1	0.1	121.5	7	1.0		
T	2018-12-08 23:53:40	37.950166667	-120.797121667	87.3	0.1	121.5	7	1.0		
T	2018-12-08 23:53:41	37.950166667	-120.797123333	87.4	0.1	121.5	7	1.0		
T	2018-12-08 23:53:42	37.950166667	-120.797126667	87.6	0.1	121.5	7	1.0		
T	2018-12-08 23:53:43	37.950165000	-120.797128333	87.8	0.5	121.5	7	1.0		
T	2018-12-08 23:53:44	37.950165000	-120.797130000	88.2			7	1.0		
T	2018-12-08 23:53:45	37.950163333	-120.797131667	88.3	0.1	121.5	7	1.0		
T	2018-12-08 23:53:46	37.950163333	-120.797133333	88.4	0.1	121.5	7	1.0		
T	2018-12-08 23:53:47	37.950163333	-120.797133333	88.5	0.2	121.5	7	1.0		
T	2018-12-08 23:53:48	37.950161667	-120.797133333	88.6	0.2	121.5	7	1.0		
T	2018-12-08 23:53:49	37.950161667	-120.797133333	88.7	0.1	121.5	7	1.0		
T	2018-12-08 23:53:50	37.950161667	-120.797135000	88.8	0.1	121.5	7	1.0		
T	2018-12-08 23:53:51	37.950161667	-120.797135000	88.8	0.1	121.5	7	1.0		
T	2018-12-08 23:53:52	37.950161667	-120.797135000	88.8	0.2	121.5	7	1.0		
T	2018-12-08 23:53:53	37.950161667	-120.797135000	88.9	0.2	121.5	7	1.0		
T	2018-12-08 23:53:54	37.950161667	-120.797135000	88.9	0.2	121.5	7	1.0		
T	2018-12-08 23:53:55	37.950161667	-120.797136667	88.9	0.2	121.5	7	1.0		
T	2018-12-08 23:53:56	37.950161667	-120.797136667	88.9	0.2	121.5	7	1.0		
T	2018-12-08 23:53:57	37.950160000	-120.797136667	89.0	0.1	121.5	7	1.0		
T	2018-12-08 23:53:58	37.950160000	-120.797136667	89.0	0.2	121.5	7	1.0		
T	2018-12-08 23:53:59	37.950160000	-120.797136667	89.1	0.1	121.5	7	1.0		
T	2018-12-08 23:54:00	37.950160000	-120.797138333	89.1	0.1	121.5	7	1.0		
T	2018-12-08 23:54:01	37.950160000	-120.797138333	89.2	0.2	121.5	7	1.0		
T	2018-12-08 23:54:02	37.950158333	-120.797138333	89.2	0.2	121.5	7	1.0		
T	2018-12-08 23:54:03	37.950158333	-120.797138333	89.3	0.2	121.5	7	1.0		
T	2018-12-08 23:54:04	37.950158333	-120.797138333	89.4	0.1	121.5	7	1.0		
T	2018-12-08 23:54:05	37.950158333	-120.797138333	89.4	0.4	121.5	7	1.0		
T	2018-12-08 23:54:06	37.950158333	-120.797138333	89.7	0.4	121.5	7	1.0		
T	2018-12-08 23:54:07	37.950158333	-120.797138333	90.0	0.2	121.5	7	1.0		
T	2018-12-08 23:54:08	37.950158333	-120.797136667	90.3	0.2	121.5	7	1.0		
T	2018-12-08 23:54:09	37.950158333	-120.797136667	90.6	0.2	121.5	7	1.0		
T	2018-12-08 23:54:10	37.950158333	-120.797136667	90.8	0.1	121.5	7	1.0		
T	2018-12-08 23:54:11	37.950158333	-120.797136667	91.0	0.1	121.5	7	1.0		
T	2018-12-08 23:54:12	37.950158333	-120.797136667	91.3	0.1	121.5	7	1.0		
T	2018-12-08 23:54:13	37.950158333	-120.797136667	91.5	0.1	121.5	7	1.0		
T	2018-12-08 23:54:14	37.950158333	-120.797136667	91.7	0.2	121.5	7	1.0		
T	2018-12-08 23:54:15	37.950158333	-120.797135000	91.9	0.3	121.5	7	1.0		
T	2018-12-08 23:54:16	37.950158333	-120.797135000	92.1	0.1	121.5	7	1.0		
T	2018-12-08 23:54:17	37.950158333	-120.797135000	92.2	0.3	121.5	7	1.0		
T	2018-12-08 23:54:18	37.950158333	-120.797133333	92.4	0.3	121.5	7	1.0		
T	2018-12-08 23:54:19	37.950158333	-120.797133333	92.6	0.1	121.5	7	1.0		
T	2018-12-08 23:54:20	37.950160000	-120.797133333	92.8	0.1	121.5	7	1.0		
T	2018-12-08 23:54:21	37.950160000	-120.797131667	93.1	0.5	121.5	7	1.0		
T	2018-12-08 23:54:22	37.950160000	-120.797130000	93.1	0.2	121.5	8	1.0		
T	2018-12-08 23:54:23	37.950161667	-120.797128333	93.1	0.1	121.5	8	1.0		
T	2018-12-08 23:54:24	37.950161667	-120.797128333	93.0	0.2	121.5	8	1.0		
T	2018-12-08 23:54:25	37.950161667	-120.797128333	93.1	0.0	121.5	8	1.0		
T	2018-12-08 23:54:26	37.950161667	-120.797128333	93.1	0.0	121.5	8	1.0		
T	2018-12-08 23:54:27	37.950161667	-120.797126667	93.1	0.0	121.5	8	1.0		
T	2018-12-08 23:54:28	37.950161667	-120.797126667	93.1	0.1	121.5	8	1.0		
T	2018-12-08 23:54:29	37.950161667	-120.797125000	93.1	0.1	121.5	8	1.0		
T	2018-12-08 23:54:30	37.950161667	-120.797125000	93.1	0.1	121.5	8	1.0		
T	2018-12-08 23:54:31	37.950161667	-120.797123333	93.0	0.2	121.5	8	1.0		
T	2018-12-08 23:54:32	37.950163333	-120.797121667	92.9	0.2	121.5	8	1.0		
T	2018-12-08 23:54:33	37.950163333	-120.797120000	92.8	0.2	121.5	8	1.0		
T	2018-12-08 23:54:34	37.950163333	-120.797120000	92.7	0.2	121.5	8	1.0		
