PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5241
Apogee: 1794' AGL
Ground Elevation: -113' MSL
NumSamps: 1800
Flight Number: 9
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 10.85 Seconds
Main At: 34.25 Seconds
Max Drogue Current: 5 Amps
Max Main Current: 2 Amps

Time, Altitude, Velocity, Temperature (F), Voltage
87.10, -11, 0, 66.00, 8.70
87.15, -12, 0, 66.00, 8.70
87.20, -12, 0, 66.02, 8.70
87.25, -11, 0, 66.00, 8.70
87.30, -11, 0, 66.00, 8.70
87.35, -11, -0, 66.00, 8.70
87.40, -11, -0, 66.02, 8.70
87.45, -12, -0, 66.00, 8.70
87.50, -11, -0, 66.00, 8.70
87.55, -11, -0, 66.00, 8.70
87.60, -11, -0, 66.00, 8.70
87.65, -11, -0, 66.00, 8.70
87.70, -11, -0, 66.00, 8.70
87.75, -11, -0, 66.00, 8.70
87.80, -13, -0, 66.00, 8.70
87.85, -10, -0, 66.00, 8.70
87.90, -12, -0, 66.00, 8.70
87.95, -11, -0, 66.00, 8.70
88.00, -12, -0, 66.00, 8.70
88.05, -12, 0, 66.02, 8.70
88.10, -11, 0, 66.00, 8.70
88.15, -12, 0, 66.00, 8.70
88.20, -11, 0, 66.00, 8.70
88.25, -12, -0, 66.00, 8.70
88.30, -11, -0, 65.98, 8.70
88.35, -12, -0, 66.00, 8.70
88.40, -12, -0, 66.00, 8.70
88.45, -13, -0, 66.00, 8.70
88.50, -11, -0, 65.98, 8.70
88.55, -12, -0, 66.00, 8.70
88.60, -12, -0, 65.98, 8.70
88.65, -12, -0, 66.00, 8.70
88.70, -11, 0, 66.00, 8.70
88.75, -13, 0, 66.00, 8.70
88.80, -11, 0, 66.00, 8.70
88.85, -11, 1, 66.00, 8.70
88.90, -13, 1, 66.00, 8.70
88.95, -11, 2, 65.98, 8.70
89.00, -11, 2, 65.98, 8.70
89.05, -10, 1, 65.97, 8.70
89.10, -11, -1, 66.00, 8.70
89.15, -12, -2, 65.97, 8.70
89.20, -12, -3, 65.98, 8.70
89.25, -12, -2, 65.98, 8.70
89.30, -11, -1, 65.98, 8.70
89.35, -12, -0, 66.00, 8.70
89.40, -12, 1, 66.00, 8.70
89.45, -12, 1, 65.98, 8.70
89.50, -11, -0, 65.98, 8.70
89.55, -12, -0, 65.97, 8.70
89.60, -11, -0, 66.00, 8.70
89.65, -11, -0, 65.97, 8.70
89.70, -11, -0, 65.98, 8.70
89.75, -11, -0, 65.98, 8.70
89.80, -11, -0, 65.97, 8.70
89.85, -11, -0, 65.97, 8.70
89.90, -11, -0, 65.97, 8.70
89.95, -11, -0, 65.97, 8.70
