PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5241
Apogee: 5004' AGL
Ground Elevation: 1879' MSL
NumSamps: 2544
Flight Number: 11
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 17.75 Seconds
Main At: 91.20 Seconds
Max Drogue Current: 4 Amps
Max Main Current: 1 Amps

Time, Altitude, Velocity, Temperature, Voltage
120.10, -19, 0, 83.52, 9.50
120.15, -17, 0, 83.52, 9.50
120.20, -18, 0, 83.52, 9.50
120.25, -19, 0, 83.52, 9.50
120.30, -18, 0, 83.52, 9.50
120.35, -19, -0, 83.52, 9.50
120.40, -19, -0, 83.52, 9.50
120.45, -19, -0, 83.52, 9.50
120.50, -18, -0, 83.52, 9.40
120.55, -18, 0, 83.52, 9.50
120.60, -17, 0, 83.52, 9.40
120.65, -17, 0, 83.50, 9.50
120.70, -18, -0, 83.52, 9.50
120.75, -17, -0, 83.50, 9.50
120.80, -19, 0, 83.52, 9.50
120.85, -18, 0, 83.50, 9.50
120.90, -18, 0, 83.50, 9.50
120.95, -18, 0, 83.50, 9.50
121.00, -17, 0, 83.50, 9.50
121.05, -18, 0, 83.52, 9.50
121.10, -18, 0, 83.52, 9.50
121.15, -17, 0, 83.50, 9.50
121.20, -19, 0, 83.50, 9.50
121.25, -18, 0, 83.50, 9.40
121.30, -19, 0, 83.50, 9.50
121.35, -17, 0, 83.50, 9.50
121.40, -18, 0, 83.50, 9.50
121.45, -18, 0, 83.50, 9.50
121.50, -17, -0, 83.50, 9.50
121.55, -17, -0, 83.50, 9.50
121.60, -17, -0, 83.50, 9.50
121.65, -18, -0, 83.50, 9.50
121.70, -18, -0, 83.50, 9.50
121.75, -18, -0, 83.50, 9.50
121.80, -17, 0, 83.50, 9.50
121.85, -18, 0, 83.50, 9.50
121.90, -17, -0, 83.50, 9.50
121.95, -18, -0, 83.50, 9.50
122.00, -18, -0, 83.50, 9.50
122.05, -18, -0, 83.48, 9.50
122.10, -18, -1, 83.50, 9.50
122.15, -18, -0, 83.50, 9.50
122.20, -17, -0, 83.48, 9.40
122.25, -18, -0, 83.50, 9.50
122.30, -19, 0, 83.50, 9.50
122.35, -19, -0, 83.50, 9.50
122.40, -17, -0, 83.48, 9.50
122.45, -19, -0, 83.50, 9.50
122.50, -19, -0, 83.46, 9.50
122.55, -17, -1, 83.48, 9.40
122.60, -17, -1, 83.48, 9.50
122.65, -18, -1, 83.48, 9.50
122.70, -18, -1, 83.46, 9.50
122.75, -18, -1, 83.46, 9.50
122.80, -18, -1, 83.50, 9.50
122.85, -17, -0, 83.46, 9.50
122.90, -19, -0, 83.48, 9.50
122.95, -18, 0, 83.46, 9.50
123.00, -19, 0, 83.46, 9.50
123.05, -19, -0, 83.48, 9.40
123.10, -19, -0, 83.48, 9.40
123.15, -19, -0, 83.48, 9.50
123.20, -19, -0, 83.46, 9.50
123.25, -17, -0, 83.46, 9.40
123.30, -18, -0, 83.46, 9.50
123.35, -18, -0, 83.46, 9.50
123.40, -18, -0, 83.46, 9.50
123.45, -19, 0, 83.46, 9.50
123.50, -18, 0, 83.46, 9.40
123.55, -18, 0, 83.46, 9.50
123.60, -19, 0, 83.46, 9.50
123.65, -19, 0, 83.46, 9.50
123.70, -20, -0, 83.48, 9.50
123.75, -18, -0, 83.46, 9.50
123.80, -19, 0, 83.46, 9.50
123.85, -18, 0, 83.46, 9.50
123.90, -17, 0, 83.44, 9.50
123.95, -17, 0, 83.44, 9.50
124.00, -18, 1, 83.44, 9.50
124.05, -19, 1, 83.46, 9.50
124.10, -20, 1, 83.46, 9.50
124.15, -18, 0, 83.46, 9.40
124.20, -19, 0, 83.44, 9.50
124.25, -19, 0, 83.46, 9.50
124.30, -19, -0, 83.43, 9.50
124.35, -18, -0, 83.44, 9.50
124.40, -18, 0, 83.44, 9.50
124.45, -19, 0, 83.46, 9.50
124.50, -17, 0, 83.43, 9.50
124.55, -17, 1, 83.43, 9.50
124.60, -18, 1, 83.44, 9.50
124.65, -18, 1, 83.43, 9.50
124.70, -18, 1, 83.43, 9.50
124.75, -18, 0, 83.44, 9.50
124.80, -18, 0, 83.43, 9.40
124.85, -18, -0, 83.44, 9.50
124.90, -17, -0, 83.43, 9.50
124.95, -18, 0, 83.43, 9.50
125.00, -18, 0, 83.43, 9.50
125.05, -17, 1, 83.43, 9.50
125.10, -18, 1, 83.43, 9.50
125.15, -19, 1, 83.43, 9.50
125.20, -18, 1, 83.43, 9.50
125.25, -18, 1, 83.43, 9.40
125.30, -18, 1, 83.43, 9.50
125.35, -18, 0, 83.43, 9.50
125.40, -19, 0, 83.43, 9.50
125.45, -17, 0, 83.43, 9.50
125.50, -17, -0, 83.43, 9.50
125.55, -18, -0, 83.44, 9.50
125.60, -17, 0, 83.43, 9.50
125.65, -18, 0, 83.43, 9.50
125.70, -18, 0, 83.43, 9.50
125.75, -19, 0, 83.43, 9.50
125.80, -18, 0, 83.43, 9.50
125.85, -18, 0, 83.43, 9.50
125.90, -17, -0, 83.39, 9.50
125.95, -17, -0, 83.41, 9.50
126.00, -17, -0, 83.39, 9.40
126.05, -17, 0, 83.39, 9.50
126.10, -19, 1, 83.39, 9.50
126.15, -16, 1, 83.39, 9.50
126.20, -18, 1, 83.41, 9.50
126.25, -18, 0, 83.41, 9.50
126.30, -17, -1, 83.39, 9.50
126.35, -18, -1, 83.39, 9.50
126.40, -18, -1, 83.39, 9.50
126.45, -18, -0, 83.39, 9.50
126.50, -18, 1, 83.39, 9.50
126.55, -18, 2, 83.39, 9.50
126.60, -17, 1, 83.39, 9.50
126.65, -17, 1, 83.39, 9.40
126.70, -18, 0, 83.39, 9.50
126.75, -17, 0, 83.39, 9.50
126.80, -18, 0, 83.39, 9.50
126.85, -18, 0, 83.39, 9.50
126.90, -18, 0, 83.39, 9.50
126.95, -18, 0, 83.39, 9.50
127.00, -19, 0, 83.39, 9.50
127.05, -17, 0, 83.37, 9.50
127.10, -18, 0, 83.37, 9.50
127.15, -18, 0, 83.37, 9.50
